4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
4.86883	4.78221	101.811	0.00660603	0.00637297	103.657	0.586761	0.577394	101.622	0.569295	0.443231	0.00154286	0.00121258	0.0852168	0.0666764
